trip_id,starttime,stoptime,bikeid,tripduration,from_station_id,from_station_name,to_station_id,to_station_name,usertype,gender,birthday,from_community,from_station_latt,from_station_long,to_community,to_station_latt,to_station_long,dist_meters
90645,7/22/2013 0:00,7/22/2013 0:21,308,1291,71,Morgan St & Lake St,69,Damen Ave & Pierce Ave,Customer,null,null,Near West Side,41.8855,-87.6523,West Town,41.9094,-87.6777,3390.08094894445
90646,7/22/2013 0:01,7/22/2013 0:21,741,1178,26,McClurg Ct & Illinois St,46,Wells St & Walton St,Customer,null,null,Near North Side,41.891,-87.6173,Near North Side,41.8999,-87.6344,1732.11743591925
90647,7/22/2013 0:02,7/22/2013 11:58,743,42959,76,Lake Shore Dr & Monroe St,47,State St & Kinzie St,Customer,null,null,The Loop,41.881,-87.6167,Near North Side,41.8892,-87.6277,1288.81357274783
90650,7/22/2013 0:03,7/22/2013 0:31,49,1706,90,Millennium Park,90,Millennium Park,Customer,null,null,The Loop,41.881,-87.6241,The Loop,41.881,-87.6241,0
90651,7/22/2013 0:05,7/22/2013 0:33,762,1679,76,Lake Shore Dr & Monroe St,166,Ashland Ave & Wrightwood Ave,Customer,null,null,The Loop,41.881,-87.6167,Lincoln Park,41.9288,-87.6685,6835.22769363228
90652,7/22/2013 0:06,7/22/2013 0:10,452,263,42,Wabash Ave & Cermak Rd,62,McCormick Place,Customer,null,null,Near South Side,41.8532,-87.6253,Near South Side,41.8514,-87.6188,578.28962798966
90653,7/22/2013 0:06,7/22/2013 0:11,294,262,42,Wabash Ave & Cermak Rd,62,McCormick Place,Customer,null,null,Near South Side,41.8532,-87.6253,Near South Side,41.8514,-87.6188,578.28962798966
90654,7/22/2013 0:10,7/22/2013 0:18,744,484,5,State St & Harrison St,77,Clinton St & Madison St,Customer,null,null,The Loop,41.874,-87.6277,Near West Side,41.8816,-87.6413,1407.12713542637
90655,7/22/2013 0:13,7/22/2013 0:36,235,1411,25,Michigan Ave & Pearson St,94,Lincoln Ave & Armitage Ave,Customer,null,null,Near North Side,41.8977,-87.6235,Lincoln Park,41.9183,-87.6363,2526.18953894258
90656,7/22/2013 0:19,7/22/2013 0:30,111,675,36,Franklin St & Jackson Blvd,47,State St & Kinzie St,Customer,null,null,The Loop,41.8777,-87.6353,Near North Side,41.8892,-87.6277,1422.58802700309
90657,7/22/2013 0:20,7/22/2013 1:19,125,3549,13,Wilton Ave & Diversey Pkwy,13,Wilton Ave & Diversey Pkwy,Customer,null,null,Lincoln Park,41.9325,-87.6527,Lincoln Park,41.9325,-87.6527,0
90658,7/22/2013 0:23,7/22/2013 0:58,599,2108,328,Ellis Ave & 58th St,51,Clark St & Randolph St,Customer,null,null,Kenwood,41.7887,-87.6013,The Loop,41.8846,-87.6319,10942.2907539284
90659,7/22/2013 0:23,7/22/2013 0:58,924,2125,36,Franklin St & Jackson Blvd,51,Clark St & Randolph St,Customer,null,null,The Loop,41.8777,-87.6353,The Loop,41.8846,-87.6319,814.296960657226
