19390,7/3/2013 0:04,7/3/2013 0:16,400,756,45,Michigan Ave & Congress Pkwy,22,May St & Taylor St,Customer,null,null,The Loop,41.8761,-87.6244,Near West Side,41.8695,-87.6555,2679.59001409891
19391,7/3/2013 0:04,7/3/2013 0:21,332,1010,51,Clark St & Randolph St,26,McClurg Ct & Illinois St,Customer,null,null,The Loop,41.8846,-87.6319,Near North Side,41.891,-87.6173,1406.60741814632
19392,7/3/2013 0:05,7/3/2013 0:21,321,979,51,Clark St & Randolph St,26,McClurg Ct & Illinois St,Customer,null,null,The Loop,41.8846,-87.6319,Near North Side,41.891,-87.6173,1406.60741814632
19394,7/3/2013 0:08,7/3/2013 0:27,82,1128,30,Ashland Ave & Augusta Blvd,30,Ashland Ave & Augusta Blvd,Customer,null,null,West Town,41.8996,-87.6677,West Town,41.8996,-87.6677,0
19395,7/3/2013 0:26,7/3/2013 0:45,151,1126,26,McClurg Ct & Illinois St,51,Clark St & Randolph St,Customer,null,null,Near North Side,41.891,-87.6173,The Loop,41.8846,-87.6319,1406.6074181463
19396,7/3/2013 0:29,7/3/2013 0:54,540,1477,26,McClurg Ct & Illinois St,26,McClurg Ct & Illinois St,Customer,null,null,Near North Side,41.891,-87.6173,Near North Side,41.891,-87.6173,0
19397,7/3/2013 1:04,7/3/2013 1:25,540,1278,26,McClurg Ct & Illinois St,26,McClurg Ct & Illinois St,Customer,null,null,Near North Side,41.891,-87.6173,Near North Side,41.891,-87.6173,0
19400,7/3/2013 1:40,7/3/2013 1:57,197,1014,71,Morgan St & Lake St,59,Wabash Ave & Roosevelt Rd,Customer,null,null,Near West Side,41.8855,-87.6523,The Loop,41.8682,-87.6263,2893.69908304983
19404,7/3/2013 3:53,7/3/2013 4:24,540,1846,26,McClurg Ct & Illinois St,26,McClurg Ct & Illinois St,Customer,null,null,Near North Side,41.891,-87.6173,Near North Side,41.891,-87.6173,0
19405,7/3/2013 5:56,7/3/2013 15:24,423,34081,28,Larrabee St & Menomonee St,28,Larrabee St & Menomonee St,Customer,null,null,Lincoln Park,41.9147,-87.6433,Lincoln Park,41.9147,-87.6433,0
19408,7/3/2013 6:13,7/3/2013 6:41,288,1676,34,Cannon Dr & Fullerton Ave,47,State St & Kinzie St,Customer,null,null,Lincoln Park,41.9268,-87.6344,Near North Side,41.8892,-87.6277,4210.79570983501
19420,7/3/2013 6:41,7/3/2013 6:56,2,847,30,Ashland Ave & Augusta Blvd,47,State St & Kinzie St,Customer,null,null,West Town,41.8996,-87.6677,Near North Side,41.8892,-87.6277,3517.05394044336
19423,7/3/2013 6:42,7/3/2013 6:53,627,648,74,Kingsbury St & Erie St,37,Dearborn St & Adams St,Customer,null,null,Near North Side,41.8938,-87.6419,The Loop,41.8794,-87.6298,1894.99616376826
19424,7/3/2013 6:42,7/3/2013 6:53,490,627,56,Desplaines St & Kinzie St,17,Wood St & Division St,Customer,null,null,Near West Side,41.8887,-87.6444,West Town,41.9033,-87.6727,2852.99729043862
19429,7/3/2013 6:45,7/3/2013 7:06,512,1271,30,Ashland Ave & Augusta Blvd,36,Franklin St & Jackson Blvd,Customer,null,null,West Town,41.8996,-87.6677,The Loop,41.8777,-87.6353,3627.29831687418
19453,7/3/2013 7:12,7/3/2013 7:16,420,209,17,Wood St & Division St,30,Ashland Ave & Augusta Blvd,Customer,null,null,West Town,41.9033,-87.6727,West Town,41.8996,-87.6677,583.956846398576
19463,7/3/2013 7:21,7/3/2013 7:40,893,1113,60,Dayton St & North Ave,81,Daley Center Plaza,Customer,null,null,Near North Side,41.9106,-87.6494,The Loop,41.8842,-87.6296,3362.17410397548
19466,7/3/2013 7:22,7/3/2013 7:30,505,463,90,Millennium Park,340,Clark St & Wrightwood Ave,Customer,null,null,The Loop,41.881,-87.6241,Lincoln Park,41.9295,-87.6431,5615.21750830544
19469,7/3/2013 7:22,7/3/2013 7:35,410,747,91,Clinton St & Washington Blvd,24,Fairbanks Ct & Grand Ave,Customer,null,null,Near West Side,41.8834,-87.6412,Near North Side,41.8919,-87.6206,1948.36635063233
19471,7/3/2013 7:23,7/3/2013 7:50,403,1579,61,Wood St & Milwaukee Ave,36,Franklin St & Jackson Blvd,Customer,null,null,West Town,41.9077,-87.6726,The Loop,41.8777,-87.6353,4539.90298303687
19488,7/3/2013 7:33,7/3/2013 9:07,451,5675,71,Morgan St & Lake St,51,Clark St & Randolph St,Customer,null,null,Near West Side,41.8855,-87.6523,The Loop,41.8846,-87.6319,1697.42797641703
19491,7/3/2013 7:34,7/3/2013 7:59,291,1512,47,State St & Kinzie St,47,State St & Kinzie St,Customer,null,null,Near North Side,41.8892,-87.6277,Near North Side,41.8892,-87.6277,0
19499,7/3/2013 7:39,7/3/2013 7:54,46,912,80,Aberdeen St & Madison St,37,Dearborn St & Adams St,Customer,null,null,Near West Side,41.8815,-87.6548,The Loop,41.8794,-87.6298,2085.37318795915
19500,7/3/2013 7:39,7/3/2013 7:49,156,614,91,Clinton St & Washington Blvd,46,Wells St & Walton St,Customer,null,null,Near West Side,41.8834,-87.6412,Near North Side,41.8999,-87.6344,1921.44838952521
19505,7/3/2013 7:43,7/3/2013 7:53,40,600,88,May St & Randolph St,36,Franklin St & Jackson Blvd,Customer,null,null,Near West Side,41.884,-87.6557,The Loop,41.8777,-87.6353,1828.04188993836
19509,7/3/2013 7:46,7/3/2013 7:58,45,739,71,Morgan St & Lake St,44,State St & Randolph St,Customer,null,null,Near West Side,41.8855,-87.6523,The Loop,41.8847,-87.6277,2041.12273694596
19516,7/3/2013 7:50,7/3/2013 8:02,563,734,75,Canal St & Jackson Blvd,43,Michigan Ave & Washington St,Customer,null,null,Near West Side,41.8781,-87.64,The Loop,41.8839,-87.6246,1425.05789330664
19521,7/3/2013 7:53,7/3/2013 8:01,682,486,47,State St & Kinzie St,91,Clinton St & Washington Blvd,Customer,null,null,Near North Side,41.8892,-87.6277,Near West Side,41.8834,-87.6412,1290.30961324136
19523,7/3/2013 7:55,7/3/2013 8:03,76,476,21,Aberdeen St & Jackson Blvd,75,Canal St & Jackson Blvd,Customer,null,null,Near West Side,41.8777,-87.6548,Near West Side,41.8781,-87.64,1228.30374745534
19527,7/3/2013 7:59,7/3/2013 8:38,225,2341,24,Fairbanks Ct & Grand Ave,94,Lincoln Ave & Armitage Ave,Customer,null,null,Near North Side,41.8919,-87.6206,Lincoln Park,41.9183,-87.6363,3212.02162569946
19528,7/3/2013 7:59,7/3/2013 9:23,903,5037,87,Racine Ave & Fullerton Ave,87,Racine Ave & Fullerton Ave,Customer,null,null,Lincoln Park,41.9256,-87.6584,Lincoln Park,41.9256,-87.6584,0
19534,7/3/2013 8:02,7/3/2013 8:19,167,981,81,Daley Center Plaza,60,Dayton St & North Ave,Customer,null,null,The Loop,41.8842,-87.6296,Near North Side,41.9106,-87.6494,3362.17410397561
19535,7/3/2013 8:03,7/3/2013 8:20,417,1001,91,Clinton St & Washington Blvd,24,Fairbanks Ct & Grand Ave,Customer,null,null,Near West Side,41.8834,-87.6412,Near North Side,41.8919,-87.6206,1948.36635063233
19539,7/3/2013 8:05,7/3/2013 8:17,57,749,72,State St & 16th St,49,Dearborn St & Monroe St,Customer,null,null,Near South Side,41.8601,-87.6277,The Loop,41.8813,-87.6295,2359.22094977678
19543,7/3/2013 8:07,7/3/2013 8:26,614,1143,91,Clinton St & Washington Blvd,52,Michigan Ave & Lake St,Customer,null,null,Near West Side,41.8834,-87.6412,The Loop,41.886,-87.6241,1445.54658226144
19549,7/3/2013 8:11,7/3/2013 8:24,61,820,43,Michigan Ave & Washington St,48,Larrabee St & Kingsbury St,Customer,null,null,The Loop,41.8839,-87.6246,Near North Side,41.8978,-87.6429,2159.62264875269
19551,7/3/2013 8:12,7/3/2013 8:20,55,487,68,Clinton St & Tilden St,50,Clark St & Congress Pkwy,Customer,null,null,Near West Side,41.8759,-87.6408,The Loop,41.8759,-87.6306,847.602482746884
19556,7/3/2013 8:14,7/3/2013 8:22,4,430,56,Desplaines St & Kinzie St,75,Canal St & Jackson Blvd,Customer,null,null,Near West Side,41.8887,-87.6444,Near West Side,41.8781,-87.64,1230.35969271093
19565,7/3/2013 8:20,7/3/2013 8:37,413,1042,51,Clark St & Randolph St,322,Kimbark Ave & 53rd St,Customer,null,null,The Loop,41.8846,-87.6319,Hyde Park,41.7996,-87.5947,9933.06833055458
19566,7/3/2013 8:20,7/3/2013 10:16,760,6951,85,Michigan Ave & Oak St,85,Michigan Ave & Oak St,Customer,null,null,Near North Side,41.901,-87.6238,Near North Side,41.901,-87.6238,0
19575,7/3/2013 8:23,7/3/2013 8:36,187,771,76,Lake Shore Dr & Monroe St,36,Franklin St & Jackson Blvd,Customer,null,null,The Loop,41.881,-87.6167,The Loop,41.8777,-87.6353,1583.80452639616
19580,7/3/2013 8:26,7/3/2013 8:33,712,412,29,Noble St & Milwaukee Ave,56,Desplaines St & Kinzie St,Customer,null,null,West Town,41.9007,-87.6626,Near West Side,41.8887,-87.6444,2008.75018763349
