130856,7/31/2013 0:04,7/31/2013 0:14,885,617,69,Damen Ave & Pierce Ave,123,California Ave & Milwaukee Ave,Customer,null,null,West Town,41.9094,-87.6777,Logan Square,41.9227,-87.6972,2188.26355880715
130858,7/31/2013 0:19,7/31/2013 0:48,726,1756,87,Racine Ave & Fullerton Ave,34,Cannon Dr & Fullerton Ave,Customer,null,null,Lincoln Park,41.9256,-87.6584,Lincoln Park,41.9268,-87.6344,1993.09434579726
130859,7/31/2013 0:19,7/31/2013 0:48,833,1752,87,Racine Ave & Fullerton Ave,164,Franklin St & Lake St,Customer,null,null,Lincoln Park,41.9256,-87.6584,The Loop,41.8858,-87.6355,4804.24078200274
130860,7/31/2013 0:20,7/31/2013 0:44,418,1438,116,Western Ave & Winnebago Ave,119,Ashland Ave & Lake St,Customer,null,null,Logan Square,41.9155,-87.687,Near West Side,41.8854,-87.6673,3724.92371847349
130861,7/31/2013 0:22,7/31/2013 0:34,1015,671,100,Orleans St & Merchandise Mart Plaza,24,Fairbanks Ct & Grand Ave,Customer,null,null,Near North Side,41.8882,-87.6364,Near North Side,41.8919,-87.6206,1369.07430094309
130865,7/31/2013 0:30,7/31/2013 0:41,818,641,77,Clinton St & Madison St,249,Montrose Harbor,Customer,null,null,Near West Side,41.8816,-87.6413,Uptown,41.964,-87.6382,9155.87406692568
130866,7/31/2013 0:32,7/31/2013 0:38,848,338,75,Canal St & Jackson Blvd,75,Canal St & Jackson Blvd,Customer,null,null,Near West Side,41.8781,-87.64,Near West Side,41.8781,-87.64,0
130867,7/31/2013 0:40,7/31/2013 0:46,1015,350,24,Fairbanks Ct & Grand Ave,52,Michigan Ave & Lake St,Customer,null,null,Near North Side,41.8919,-87.6206,The Loop,41.886,-87.6241,710.219998648023
130869,7/31/2013 0:49,7/31/2013 1:07,329,1088,90,Millennium Park,22,May St & Taylor St,Customer,null,null,The Loop,41.881,-87.6241,Near West Side,41.8695,-87.6555,2905.31270166665
130870,7/31/2013 0:49,7/31/2013 1:07,542,1075,90,Millennium Park,22,May St & Taylor St,Customer,null,null,The Loop,41.881,-87.6241,Near West Side,41.8695,-87.6555,2905.31270166665
130871,7/31/2013 0:50,7/31/2013 1:07,906,1042,90,Millennium Park,22,May St & Taylor St,Customer,null,null,The Loop,41.881,-87.6241,Near West Side,41.8695,-87.6555,2905.31270166665
130873,7/31/2013 0:51,7/31/2013 1:12,833,1272,164,Franklin St & Lake St,26,McClurg Ct & Illinois St,Customer,null,null,The Loop,41.8858,-87.6355,Near North Side,41.891,-87.6173,1616.49773831991
130874,7/31/2013 0:51,7/31/2013 1:12,726,1271,34,Cannon Dr & Fullerton Ave,26,McClurg Ct & Illinois St,Customer,null,null,Lincoln Park,41.9268,-87.6344,Near North Side,41.891,-87.6173,4215.99707870771
130875,7/31/2013 0:56,7/31/2013 1:21,91,1516,25,Michigan Ave & Pearson St,350,Ashland Ave & Chicago Ave,Customer,null,null,Near North Side,41.8977,-87.6235,West Town,41.896,-87.6677,3675.80303795318
130876,7/31/2013 1:20,7/31/2013 1:35,307,926,255,Indiana Ave & Roosevelt Rd,62,McCormick Place,Customer,null,null,The Loop,41.8679,-87.623,Near South Side,41.8514,-87.6188,1867.04816028572
130877,7/31/2013 1:20,7/31/2013 1:33,674,792,24,Fairbanks Ct & Grand Ave,169,Canal St & Harrison St,Customer,null,null,Near North Side,41.8919,-87.6206,Near West Side,41.8743,-87.6396,2502.20285564075
130878,7/31/2013 1:21,7/31/2013 1:35,66,844,49,Dearborn St & Monroe St,74,Kingsbury St & Erie St,Customer,null,null,The Loop,41.8813,-87.6295,Near North Side,41.8938,-87.6419,1726.87671651989
130880,7/31/2013 1:38,7/31/2013 2:01,186,1363,69,Damen Ave & Pierce Ave,85,Michigan Ave & Oak St,Customer,null,null,West Town,41.9094,-87.6777,Near North Side,41.901,-87.6238,4570.61493535885
130881,7/31/2013 1:39,7/31/2013 2:00,632,1226,43,Michigan Ave & Washington St,135,Halsted St & 21st St,Customer,null,null,The Loop,41.8839,-87.6246,Lower West Side,41.8538,-87.6467,3810.88782418205
130882,7/31/2013 1:49,7/31/2013 2:14,720,1480,154,Southport Ave & Belmont Ave,67,Sheffield Ave & Fullerton Ave,Customer,null,null,Lake View,41.9395,-87.6638,Lincoln Park,41.9256,-87.6537,1754.24225750713
130883,7/31/2013 1:50,7/31/2013 2:14,19,1465,154,Southport Ave & Belmont Ave,67,Sheffield Ave & Fullerton Ave,Customer,null,null,Lake View,41.9395,-87.6638,Lincoln Park,41.9256,-87.6537,1754.24225750713
130884,7/31/2013 1:53,7/31/2013 2:46,362,3171,130,Damen Ave & Division St,69,Damen Ave & Pierce Ave,Customer,null,null,West Town,41.9033,-87.6769,West Town,41.9094,-87.6777,678.779275389222
130885,7/31/2013 1:57,7/31/2013 11:06,580,32899,123,California Ave & Milwaukee Ave,123,California Ave & Milwaukee Ave,Customer,null,null,Logan Square,41.9227,-87.6972,Logan Square,41.9227,-87.6972,0
130886,7/31/2013 2:01,7/31/2013 2:44,592,2569,115,Sheffield Ave & Wellington Ave,115,Sheffield Ave & Wellington Ave,Customer,null,null,Lake View,41.9363,-87.6536,Lake View,41.9363,-87.6536,0
130887,7/31/2013 2:17,7/31/2013 2:42,748,1469,13,Wilton Ave & Diversey Pkwy,28,Larrabee St & Menomonee St,Customer,null,null,Lincoln Park,41.9325,-87.6527,Lincoln Park,41.9147,-87.6433,2126.16555239591
130889,7/31/2013 4:05,7/31/2013 4:47,160,2521,67,Sheffield Ave & Fullerton Ave,154,Southport Ave & Belmont Ave,Customer,null,null,Lincoln Park,41.9256,-87.6537,Lake View,41.9395,-87.6638,1754.24225750683
130890,7/31/2013 4:05,7/31/2013 4:47,720,2531,67,Sheffield Ave & Fullerton Ave,154,Southport Ave & Belmont Ave,Customer,null,null,Lincoln Park,41.9256,-87.6537,Lake View,41.9395,-87.6638,1754.24225750683
130896,7/31/2013 5:12,7/31/2013 5:38,812,1561,167,Damen Ave & Coulter St,119,Ashland Ave & Lake St,Customer,null,null,Lower West Side,41.8492,-87.6756,Near West Side,41.8854,-87.6673,4080.75660144043
130903,7/31/2013 5:34,7/31/2013 5:38,512,222,72,State St & 16th St,59,Wabash Ave & Roosevelt Rd,Customer,null,null,Near South Side,41.8601,-87.6277,The Loop,41.8682,-87.6263,901.180380030385
130904,7/31/2013 5:36,7/31/2013 5:41,822,318,153,Southport Ave & Wellington Ave,115,Sheffield Ave & Wellington Ave,Customer,null,null,Lake View,41.9357,-87.6636,Lake View,41.9363,-87.6536,832.173478272046
130906,7/31/2013 5:41,7/31/2013 5:49,738,487,15,Racine Ave & 18th St,32,Racine Ave & Congress Pkwy,Customer,null,null,Lower West Side,41.8582,-87.6565,Near West Side,41.8746,-87.657,1828.71229566024
