trip_id,starttime,stoptime,bikeid,tripduration,from_station_id,from_station_name,to_station_id,to_station_name,usertype,gender,birthday,from_community,from_station_latt,from_station_long,to_community,to_station_latt,to_station_long,dist_meters
646189,10/1/13 0:05,10/1/13 0:16,821,658,220,Hampden Ct & Diversey Pkwy,254,Pine Grove Ave & Irving Park Rd,Customer,null,null,Lake View,41.9326,-87.6424,Lake View,41.9544,-87.648,2462.376676
646190,10/1/13 0:05,10/1/13 0:16,518,650,220,Hampden Ct & Diversey Pkwy,254,Pine Grove Ave & Irving Park Rd,Customer,null,null,Lake View,41.9326,-87.6424,Lake View,41.9544,-87.648,2462.376676
646191,10/1/13 0:05,10/1/13 0:24,9,1151,337,Clark St & Chicago Ave,80,Aberdeen St & Madison St,Customer,null,null,Near North Side,41.8965,-87.6309,Near West Side,41.8815,-87.6548,2589.497642
646193,10/1/13 0:07,10/1/13 0:15,1427,516,49,Dearborn St & Monroe St,321,Wabash Ave & 8th St,Customer,null,null,The Loop,41.8813,-87.6295,The Loop,41.872,-87.6261,1077.344634
646194,10/1/13 0:07,10/1/13 0:18,217,688,327,Sheffield Ave & Webster Ave,61,Wood St & Milwaukee Ave,Customer,null,null,Lincoln Park,41.9217,-87.6537,West Town,41.9077,-87.6726,2207.1532
646199,10/1/13 0:09,10/1/13 0:32,2443,1364,210,Ashland Ave & Division St,238,Ravenswood Ave & Montrose Ave,Customer,null,null,West Town,41.9034,-87.6693,Lake View,41.9616,-87.6744,6474.296275
646203,10/1/13 0:10,10/1/13 0:30,2219,1176,229,Southport Ave & Roscoe St,243,Lincoln Ave & Leavitt St,Customer,null,null,Lake View,41.9437,-87.664,North Center,41.9624,-87.6841,2660.173252
646214,10/1/13 0:23,10/1/13 0:29,2160,386,43,Michigan Ave & Washington St,45,Michigan Ave & Congress Pkwy,Customer,null,null,The Loop,41.8839,-87.6246,The Loop,41.8761,-87.6244,869.5557214
646215,10/1/13 0:23,10/1/13 0:30,2422,376,43,Michigan Ave & Washington St,45,Michigan Ave & Congress Pkwy,Customer,null,null,The Loop,41.8839,-87.6246,The Loop,41.8761,-87.6244,869.5557214
646218,10/1/13 0:28,10/1/13 1:55,4,5197,211,St Clair St & Erie St,199,Wabash Ave & Grand Ave,Customer,null,null,Near North Side,41.8944,-87.6227,Near North Side,41.8917,-87.6269,465.2012606
646220,10/1/13 0:31,10/1/13 0:37,1710,369,198,Halsted St & Madison St,92,Carpenter St & Huron St,Customer,null,null,Near West Side,41.8817,-87.6478,West Town,41.8946,-87.6535,1497.654429
646225,10/1/13 0:51,10/1/13 2:02,2011,4255,247,Shore Drive & 55th St,247,Shore Drive & 55th St,Customer,null,null,Hyde Park,41.7952,-87.5807,Hyde Park,41.7952,-87.5807,0
646226,10/1/13 0:52,10/1/13 2:02,835,4220,247,Shore Drive & 55th St,247,Shore Drive & 55th St,Customer,null,null,Hyde Park,41.7952,-87.5807,Hyde Park,41.7952,-87.5807,0
646227,10/1/13 0:58,10/1/13 1:28,555,1826,52,Michigan Ave & Lake St,141,Clark St & Lincoln Ave,Customer,null,null,The Loop,41.886,-87.6241,Lincoln Park,41.9157,-87.6346,3407.822201
