trip_id,starttime,stoptime,bikeid,tripduration,from_station_id,from_station_name,to_station_id,to_station_name,usertype,gender,birthday,from_community,from_station_latt,from_station_long,to_community,to_station_latt,to_station_long,dist_meters
64137,7/15/13 0:00,7/15/13 0:02,164,117,44,State St & Randolph St,44,State St & Randolph St,Customer,null,null,The Loop,41.8847,-87.6277,The Loop,41.8847,-87.6277,0
64138,7/15/13 0:00,7/15/13 0:02,527,120,44,State St & Randolph St,44,State St & Randolph St,Customer,null,null,The Loop,41.8847,-87.6277,The Loop,41.8847,-87.6277,0
64139,7/15/13 0:03,7/15/13 0:25,885,1339,44,State St & Randolph St,51,Clark St & Randolph St,Customer,null,null,The Loop,41.8847,-87.6277,The Loop,41.8846,-87.6319,345.400754
64140,7/15/13 0:03,7/15/13 0:25,732,1352,44,State St & Randolph St,51,Clark St & Randolph St,Customer,null,null,The Loop,41.8847,-87.6277,The Loop,41.8846,-87.6319,345.400754
64141,7/15/13 0:04,7/15/13 0:25,164,1275,44,State St & Randolph St,51,Clark St & Randolph St,Customer,null,null,The Loop,41.8847,-87.6277,The Loop,41.8846,-87.6319,345.400754
64142,7/15/13 0:04,7/15/13 0:25,527,1287,44,State St & Randolph St,51,Clark St & Randolph St,Customer,null,null,The Loop,41.8847,-87.6277,The Loop,41.8846,-87.6319,345.400754
64146,7/15/13 0:05,7/15/13 0:25,593,1220,44,State St & Randolph St,51,Clark St & Randolph St,Customer,null,null,The Loop,41.8847,-87.6277,The Loop,41.8846,-87.6319,345.400754
64147,7/15/13 0:05,7/15/13 0:25,56,1189,44,State St & Randolph St,51,Clark St & Randolph St,Customer,null,null,The Loop,41.8847,-87.6277,The Loop,41.8846,-87.6319,345.400754
64149,7/15/13 0:12,7/15/13 0:40,264,1706,90,Millennium Park,43,Michigan Ave & Washington St,Customer,null,null,The Loop,41.881,-87.6241,The Loop,41.8839,-87.6246,321.2214885
64150,7/15/13 0:12,7/15/13 0:40,248,1665,90,Millennium Park,43,Michigan Ave & Washington St,Customer,null,null,The Loop,41.881,-87.6241,The Loop,41.8839,-87.6246,321.2214885
64151,7/15/13 0:13,7/15/13 0:21,293,475,54,Ogden Ave & Chicago Ave,97,Museum Campus,Customer,null,null,West Town,41.8964,-87.6541,Near South Side,41.8652,-87.6178,4588.118632
64152,7/15/13 0:21,7/15/13 0:56,702,2109,23,Orleans St & Elm St,23,Orleans St & Elm St,Customer,null,null,Near North Side,41.9029,-87.6377,Near North Side,41.9029,-87.6377,0
64156,7/15/13 0:23,7/15/13 0:30,336,433,44,State St & Randolph St,45,Michigan Ave & Congress Pkwy,Customer,null,null,The Loop,41.8847,-87.6277,The Loop,41.8761,-87.6244,1000.613248
64159,7/15/13 0:24,7/15/13 0:31,321,409,44,State St & Randolph St,45,Michigan Ave & Congress Pkwy,Customer,null,null,The Loop,41.8847,-87.6277,The Loop,41.8761,-87.6244,1000.613248
64161,7/15/13 0:26,7/15/13 0:49,833,1398,44,State St & Randolph St,21,Aberdeen St & Jackson Blvd,Customer,null,null,The Loop,41.8847,-87.6277,Near West Side,41.8777,-87.6548,2376.532486
64162,7/15/13 0:26,7/15/13 0:45,253,1122,44,State St & Randolph St,77,Clinton St & Madison St,Customer,null,null,The Loop,41.8847,-87.6277,Near West Side,41.8816,-87.6413,1177.284113
64163,7/15/13 0:26,7/15/13 0:47,379,1281,311,Lincoln Ave & Eastwood Ave,45,Michigan Ave & Congress Pkwy,Customer,null,null,Lincoln Square,41.9658,-87.6865,The Loop,41.8761,-87.6244,11221.56648
