99281,7/24/2013 0:15,7/24/2013 0:27,971,716,26,McClurg Ct & Illinois St,44,State St & Randolph St,Customer,null,null,Near North Side,41.891,-87.6173,The Loop,41.8847,-87.6277,1112.62026140056
99282,7/24/2013 0:15,7/24/2013 0:27,507,702,26,McClurg Ct & Illinois St,44,State St & Randolph St,Customer,null,null,Near North Side,41.891,-87.6173,The Loop,41.8847,-87.6277,1112.62026140056
99285,7/24/2013 0:21,7/24/2013 0:35,885,794,56,Desplaines St & Kinzie St,46,Wells St & Walton St,Customer,null,null,Near West Side,41.8887,-87.6444,Near North Side,41.8999,-87.6344,1497.51143268553
99286,7/24/2013 0:23,7/24/2013 0:51,824,1703,43,Michigan Ave & Washington St,181,LaSalle St & Illinois St,Customer,null,null,The Loop,41.8839,-87.6246,Near North Side,41.8908,-87.6321,978.900709913326
99287,7/24/2013 0:24,7/24/2013 1:05,346,2456,24,Fairbanks Ct & Grand Ave,75,Canal St & Jackson Blvd,Customer,null,null,Near North Side,41.8919,-87.6206,Near West Side,41.8781,-87.64,2215.14397871413
99291,7/24/2013 0:26,7/24/2013 1:05,870,2360,255,Indiana Ave & Roosevelt Rd,75,Canal St & Jackson Blvd,Customer,null,null,The Loop,41.8679,-87.623,Near West Side,41.8781,-87.64,1811.4091489651
99293,7/24/2013 0:27,7/24/2013 14:16,538,49741,33,State St & Van Buren St,33,State St & Van Buren St,Customer,null,null,The Loop,41.8772,-87.6278,The Loop,41.8772,-87.6278,0
99294,7/24/2013 0:28,7/24/2013 0:43,971,887,44,State St & Randolph St,59,Wabash Ave & Roosevelt Rd,Customer,null,null,The Loop,41.8847,-87.6277,The Loop,41.8682,-87.6263,1844.37795792352
99295,7/24/2013 0:28,7/24/2013 0:43,507,885,44,State St & Randolph St,59,Wabash Ave & Roosevelt Rd,Customer,null,null,The Loop,41.8847,-87.6277,The Loop,41.8682,-87.6263,1844.37795792352
99298,7/24/2013 0:39,7/24/2013 1:04,765,1495,47,State St & Kinzie St,25,Michigan Ave & Pearson St,Customer,null,null,Near North Side,41.8892,-87.6277,Near North Side,41.8977,-87.6235,1004.02032679898
99299,7/24/2013 0:43,7/24/2013 1:04,401,1263,85,Michigan Ave & Oak St,52,Michigan Ave & Lake St,Customer,null,null,Near North Side,41.901,-87.6238,The Loop,41.886,-87.6241,1659.24343797125
99300,7/24/2013 0:43,7/24/2013 1:04,528,1303,47,State St & Kinzie St,25,Michigan Ave & Pearson St,Customer,null,null,Near North Side,41.8892,-87.6277,Near North Side,41.8977,-87.6235,1004.02032679898
99303,7/24/2013 0:48,7/24/2013 1:04,478,984,47,State St & Kinzie St,25,Michigan Ave & Pearson St,Customer,null,null,Near North Side,41.8892,-87.6277,Near North Side,41.8977,-87.6235,1004.02032679898
99304,7/24/2013 0:52,7/24/2013 1:01,971,528,59,Wabash Ave & Roosevelt Rd,57,Clinton St & Roosevelt Rd,Customer,null,null,The Loop,41.8682,-87.6263,Near West Side,41.8671,-87.6411,1235.91285947176
99305,7/24/2013 0:52,7/24/2013 1:01,507,513,59,Wabash Ave & Roosevelt Rd,57,Clinton St & Roosevelt Rd,Customer,null,null,The Loop,41.8682,-87.6263,Near West Side,41.8671,-87.6411,1235.91285947176
99306,7/24/2013 0:54,7/24/2013 1:04,574,584,31,Franklin St & Chicago Ave,94,Lincoln Ave & Armitage Ave,Customer,null,null,Near North Side,41.8968,-87.6356,Lincoln Park,41.9183,-87.6363,2389.07373417152
99307,7/24/2013 0:56,7/24/2013 3:02,580,7531,85,Michigan Ave & Oak St,279,Halsted St & 35th St,Customer,null,null,Near North Side,41.901,-87.6238,Bridgeport,41.8307,-87.6472,8046.1718194402
99309,7/24/2013 1:01,7/24/2013 2:59,982,7079,85,Michigan Ave & Oak St,85,Michigan Ave & Oak St,Customer,null,null,Near North Side,41.901,-87.6238,Near North Side,41.901,-87.6238,0
